Stratum,DATASOURCE,STATIONID,STATIONNAME,UNIQUEID
456,LEGACYSTORET_21FLA,28020027,ORANGE R SR 80 BR NE FT MYERS LE / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020027
456,LEGACYSTORET_21FLA,28021559,INF SUN-N-FUN TP /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021559
456,LEGACYSTORET_21FLA,28021560,EFF SUN-N-FUN TP / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021560
456,LEGACYSTORET_21FLA,28021590,EFF ORANGE HARBOR MHP / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021590
456,LEGACYSTORET_21FLSFWM,ORANRIVN,ORANGE RIVER (NO.) BRIDGE AND SR-80 /  /,LEGACYSTORET_21FLSFWM : ORANRIVN
456,USGS_NWIS,264148081473200,CALOOSAHATCHEE RIVER AT MARKER 13 NEAR FT MYERS FL,USGS_NWIS : 264148081473200
455,STORET_21FLFTM,28020111,CALOOSA R SCL SWING BR,STORET_21FLFTM : 28020111
455,STORET_21FLWPB,28020111,CALOOSA R SCL SWING BR,STORET_21FLWPB : 28020111
455,LEGACYSTORET_21FLA,28020111,CALOOSA R SCL SWING BR / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020111
454,STORET_21FLSFWM,HB01,"SW. SIDE BEAUTIFUL ISLAND, CALOOSAHATCHEE ESTUARY",STORET_21FLSFWM : HB01
454,STORET_21FLFTM,CALUSA0008FTM,Caloosahatchee R. @ Marker # 22 - WB 3240B,STORET_21FLFTM : CALUSA0008FTM
454,USGS_NWIS,264106081494900,CALOOSAHATCHEE R AT MARKER 26 NEAR FT MYERS FL,USGS_NWIS : 264106081494900
454,LEGACYSTORET_21FLSFWM,HB01,SW. SIDE BEAUTIFUL ISLAND  CALOOSAHATCHEE ESTUAR /  /,LEGACYSTORET_21FLSFWM : HB01
452,USGS_NWIS,264128081513200,INDIAN CREEK AT SR-78,USGS_NWIS : 264128081513200
452,USGS_NWIS,264128081513201,INDIAN CREEK @ SR-78,USGS_NWIS : 264128081513201
452,LEE_WQ,18-6GR,MARSH POINT- SR 78,LEE_WQ : 18-6GR
214,USGS_NWIS,264113082040600,SITE 61 ESTUARY                PINE ISLAND CEN,USGS_NWIS : 264113082040600
214,USGS_NWIS,264147082043400,SITE 62 ESTUARY                PINE ISLAND CEN,USGS_NWIS : 264147082043400
214,USGS_NWIS,264156082040700,SITE 60 SALT WATER SPREADER    PINE ISLAND CEN,USGS_NWIS : 264156082040700
214,STORET_CHNEPMP,214,214,STORET_CHNEPMP : 214
213,LEGACYSTORET_21FLA,62420SEAS,Northeast perimeter /  /,LEGACYSTORET_21FLA : 62420SEAS
213,STORET_CHNEPMP,213,213,STORET_CHNEPMP : 213
212,STORET_21FLFTM,28020121,CHAR HBR #13 OFF JUG CK PT LEE C,STORET_21FLFTM : 28020121
212,STORET_21FLWPB,28020121,CHAR HBR #13 OFF JUG CK PT LEE C,STORET_21FLWPB : 28020121
212,LEE_WQ,PI-05,Pine Island #5,LEE_WQ : PI-05
212,LEGACYSTORET_21FLA,28020121,CHAR HBR #13 OFF JUG CK PT LEE C / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020121
212,STORET_CHNEPMP,212,212,STORET_CHNEPMP : 212
211,LEGACYSTORET_21FLA,62410SEAS,Northwest perimeter at Jug Creek Point /  /,LEGACYSTORET_21FLA : 62410SEAS
211,STORET_CHNEPMP,211,211,STORET_CHNEPMP : 211
210,STORET_CHNEPMP,210,210,STORET_CHNEPMP : 210
208,LEGACYSTORET_21FLA,62100SEAS,Mouth of Jug Creek /  /,LEGACYSTORET_21FLA : 62100SEAS
205,STORET_21FLFMRI,STR200428,Pine Island Sound,STORET_21FLFMRI : STR200428
205,LEE_WQ,PI-09,Pine Island #9,LEE_WQ : PI-09
204,STORET_21FLCHAR,PIV001,Pine Is Sound at Cayo Costa Dock,STORET_21FLCHAR : PIV001
204,STORET_21FLFTM,28020118,PINE IS SND #72 LEE CO,STORET_21FLFTM : 28020118
204,STORET_21FLFTM,28020322FTM,PELICAN BAY SITE 3,STORET_21FLFTM : 28020322FTM
204,STORET_21FLWPB,28020118,PINE IS SND #72 LEE CO,STORET_21FLWPB : 28020118
204,LEGACYSTORET_21FLA,28020118,PINE IS SND #72 LEE CO / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020118
204,LEGACYSTORET_21FLA,62130SEAS,Pelican Bay at Cayo Costa State Park dock /  /,LEGACYSTORET_21FLA : 62130SEAS
204,CHEVWQMN_WQ,PIV001,Pelican Bay,CHEVWQMN_WQ : PIV001
451,STORET_21FLGW,30421,SF3-SS-2012 UNNAMED SMALL STREAM,STORET_21FLGW : 30421
451,LEGACYSTORET_21FLA,28021573,INF OHIO MEDICAL PROD /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021573
451,LEGACYSTORET_21FLA,28021574,EFF OHIO MEDICAL PROD. / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021574
450,STORET_21FLFMRI,CHA200216,Charlotte Harbor - Caloosahatchee River,STORET_21FLFMRI : CHA200216
449,STORET_21FLSFWM,CAL 03,CALOOSAHATCHEE RIVER MILE 12,STORET_21FLSFWM : CAL 03
449,STORET_21FLSFWM,CAL 04,CALOOSAHATCHEE RIVER MILE 12,STORET_21FLSFWM : CAL 04
449,STORET_21FLSFWM,CES04,CALOOSAHATCHEE WATER QUALITY MONITORING STATION,STORET_21FLSFWM : CES04
449,USGS_NWIS,264027081504000,CALOOSAHATCHEE R AT MARKER 32 NEAR FT MYERS FL,USGS_NWIS : 264027081504000
449,STORET_21FLFTM,28020112,CALOOSA R BENEATH POWER CABLES,STORET_21FLFTM : 28020112
449,STORET_21FLFTM,CALUSA0009FTM,Caloosahatchee R. @ Marker # 28 - WB 3240B,STORET_21FLFTM : CALUSA0009FTM
449,LEE_WQ,CES04BOT,CES-04-Bottom,LEE_WQ : CES04BOT
449,LEE_WQ,CES04SUR,CES-04 Surface,LEE_WQ : CES04SUR
449,LEE_WQ,CESFBSUR,CES-Field Blank Surface,LEE_WQ : CESFBSUR
449,LEGACYSTORET_21FLA,28020112,CALOOSA R BENEATH POWER CABLES / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020112
448,STORET_21FLFTM,28020226,CALOOSAHATCHEE RIVER REFERENCE,STORET_21FLFTM : 28020226
448,STORET_21FLWPB,28020226,CALOOSAHATCHEE RIVER REFERENCE,STORET_21FLWPB : 28020226
448,LEGACYSTORET_21FLA,28021595,INF OLD BRIDGE PK. /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021595
448,LEGACYSTORET_21FLA,28021596,EFF OLD BRIDGE PK. / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021596
447,STORET_21FLSFWM,HB02,"WESTERN SHORE ~1 MILE UPSTRM. SR41 BRIDGE, CALOOSHAT. ESTUAR",STORET_21FLSFWM : HB02
447,USGS_NWIS,264054081524000,YELLOW FEVER CREEK AT SR78 NEAR FT MYERS FL,USGS_NWIS : 264054081524000
447,STORET_21FLFTM,28020036,POWELL CR SR 78 BR N FT MYERS LE,STORET_21FLFTM : 28020036
447,STORET_21FLFTM,POWLGR20,Powell Creek @ Bayshore - WB 3240L,STORET_21FLFTM : POWLGR20
447,USGS_NWIS,264055081524000,POWELL CREEK AT SR78 NEAR FT MYERS FL,USGS_NWIS : 264055081524000
447,LEE_WQ,POWLGR20,POWELL CREEK- Bayshore,LEE_WQ : POWLGR20
447,LEGACYSTORET_21FLA,28020036,POWELL CR SR 78 BR N FT MYERS LE / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020036
447,LEGACYSTORET_21FLA,28021521,INF FOSTERS MOBILE LODGE /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021521
447,LEGACYSTORET_21FLA,28021522,EFF FOSTERS MOBILE LODGE / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021522
447,LEGACYSTORET_21FLA,28021619,INF STAR SHOP CEN /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021619
447,LEGACYSTORET_21FLA,28021620,EFF STAR SHOP CENTER / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021620
447,LEGACYSTORET_21FLSFWM,HB02,WESTERN SHORE  1 MILE UPSTRM. SR41 BRIDGE  CALOO /  /,LEGACYSTORET_21FLSFWM : HB02
446,USGS_NWIS,264001081534800,YELLOW FEVER CK AT PONDELL RD NEAR FT MYERS FL,USGS_NWIS : 264001081534800
446,STORET_21FLSFWM,HANCOKCR,HANCOCK CREEK BRIDGE AND SR-78A,STORET_21FLSFWM : HANCOKCR
446,USGS_NWIS,264006081534400,"HANCOCK CREEK AT PONDELLA ROAD, NORTH FT MYERS, FL",USGS_NWIS : 264006081534400
446,LEGACYSTORET_21FLSFWM,HANCOKCR,HANCOCK CREEK BRIDGE AND SR-78A /  /,LEGACYSTORET_21FLSFWM : HANCOKCR
445,STORET_21FLFTM,28020198,HANCOCK CK. AT BARRET RD/N. FT MYERS,STORET_21FLFTM : 28020198
445,STORET_21FLGW,10305,SFD-LS-1024 UNKNOWN,STORET_21FLGW : 10305
445,STORET_21FLGW,10307,SFD-LS-1036 YELLOW FEVER CREEK,STORET_21FLGW : 10307
445,STORET_21FLFTM,28020035,YELLOW FEVER CR SR 78 BR W FT MY,STORET_21FLFTM : 28020035
445,STORET_21FLFTM,28020337FTM,YELLOW FEVER CREEK SR 78,STORET_21FLFTM : 28020337FTM
445,USGS_NWIS,264054081544000,YELLOW FEVER CREEK AT SR 78,USGS_NWIS : 264054081544000
445,LEE_WQ,YFC-CI,YELLOW FEVER CREEK- SR 78 Herron Rd,LEE_WQ : YFC-CI
445,LEGACYSTORET_21FLA,28020035,YELLOW FEVER CR SR 78 BR W FT MY / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020035
445,LEGACYSTORET_21FLA,28020198,HANCOCK CK. AT BARRET RD/N. FT MYERS / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020198
224,STORET_CHNEPMP,224,224,STORET_CHNEPMP : 224
223,USGS_NWIS,264045082060000,CHARLOTTE HARBOR SAMPLE SITE CH-17,USGS_NWIS : 264045082060000
223,STORET_21FLFMRI,CHA200214,Charlotte Harbor - Matlacha Pass,STORET_21FLFMRI : CHA200214
223,STORET_21FLFTM,CHARHB0001FTM,MP1 A,STORET_21FLFTM : CHARHB0001FTM
223,LEGACYSTORET_21FLA,62430SEAS,Big Dead Creek NE of Matlacha Pass Mkr 78 /  /,LEGACYSTORET_21FLA : 62430SEAS
223,STORET_CHNEPMP,223,223,STORET_CHNEPMP : 223
222,STORET_CHNEPMP,222,222,STORET_CHNEPMP : 222
221,STORET_CHNEPMP,221,221,STORET_CHNEPMP : 221
220,STORET_21FLFTM,CHARHB0072FTM,Canal @ Beach Daisy Ln,STORET_21FLFTM : CHARHB0072FTM
220,STORET_21FLFTM,CHARHB0073FTM,Pond @ Tropic Isle Travel Resort,STORET_21FLFTM : CHARHB0073FTM
220,STORET_21FLFTM,CHARHB0071FTM,Pond @ Alden Pines Country Club,STORET_21FLFTM : CHARHB0071FTM
220,STORET_21FLFTM,CHARHB0075FTM,Canal @ Alden Pines Country Club,STORET_21FLFTM : CHARHB0075FTM
220,CHEVWQMN_WQ,PIJIM1,Big Jim Creek,CHEVWQMN_WQ : PIJIM1
218,USGS_NWIS,264056082114800,CHARLOTTE HARBOR SAMPLE SITE CH-19,USGS_NWIS : 264056082114800
218,STORET_21FLFTM,28020120,PINE ISLAND SND #7 OFF PAT IS LE,STORET_21FLFTM : 28020120
218,STORET_21FLWPB,28020120,PINE ISLAND SND #7 OFF PAT IS LE,STORET_21FLWPB : 28020120
218,LEGACYSTORET_21FLA,28020120,PINE ISLAND SND #7 OFF PAT IS LE / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020120
217,LEGACYSTORET_21FLA,62090SEAS,Marker 7 at Patricio Island /  /,LEGACYSTORET_21FLA : 62090SEAS
216,LEGACYSTORET_21FLA,62070SEAS,Eastside of Bird Key /  /,LEGACYSTORET_21FLA : 62070SEAS
215,STORET_21FLFTM,28020320FTM,PELICAN BAY SITE 1,STORET_21FLFTM : 28020320FTM
215,STORET_21FLFTM,28020321FTM,PELICAN BAY SITE 2,STORET_21FLFTM : 28020321FTM
439,STORET_CAPECRD,210,Junction of Logan Canal at Cleveland Canal,STORET_CAPECRD : 210
439,STORET_CAPECRD,220,Seminole Lake center,STORET_CAPECRD : 220
439,STORET_CAPECRD,241,Meade Canal at Hancock Bridge Parkway,STORET_CAPECRD : 241
439,STORET_CAPECRD,260,"Hoban Canal, just south of Hancock Bridge Parkway",STORET_CAPECRD : 260
438,STORET_CAPECRD,230,Gainesborough Canal at Del Prado Boulevard South,STORET_CAPECRD : 230
438,STORET_CAPECRD,243,Greene Canal at Hancock Bridge Parkway,STORET_CAPECRD : 243
438,LEGACYSTORET_21FLA,28021687,INF GAC CAPE COR /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021687
235,STORET_CAPECRD,191,Small canal west of North Spreader Waterway at NW 7th Street,STORET_CAPECRD : 191
235,STORET_CAPECRD,200,"North Spreader Waterway, at west end of Tropicana Parkway",STORET_CAPECRD : 200
235,USGS_NWIS,263901082033400,SITE 56 SALT WATER SPREADER    PINE ISLAND CEN,USGS_NWIS : 263901082033400
235,USGS_NWIS,263929082033000,SITE 55 FRESH WATER SPREADER   PINE ISLAND CEN,USGS_NWIS : 263929082033000
235,STORET_CHNEPMP,235,235,STORET_CHNEPMP : 235
234,USGS_NWIS,263921082041100,SITE 22 ESTURAY                PINE ISLAND CEN,USGS_NWIS : 263921082041100
234,STORET_CHNEPMP,234,234,STORET_CHNEPMP : 234
233,USGS_NWIS,263935082052501,STILT CITY TIDAL STATION AT INDIAN FIELD,USGS_NWIS : 263935082052501
233,LEE_WQ,PI-04,Pine Island #4,LEE_WQ : PI-04
233,USGS_NWIS,263911082051500,MATLACHA PASS SALINE 59 WEST OF BUZZARD BAY FL,USGS_NWIS : 263911082051500
233,STORET_CHNEPMP,233,233,STORET_CHNEPMP : 233
232,USGS_NWIS,02293342,"MATLACHA PASS AT INDIAN FIELD ISLAND NR MATLACHA,",USGS_NWIS : 02293342
232,LEGACYSTORET_21FLA,62400SEAS,Indian Field at dock /  /,LEGACYSTORET_21FLA : 62400SEAS
232,STORET_CHNEPMP,232,232,STORET_CHNEPMP : 232
231,STORET_21FLSFWM,L-02549,L-2549 USGS         BOKELIA,STORET_21FLSFWM : L-02549
231,STORET_21FLSFWM,L-2527,L-2527 USGS BOKELIA,STORET_21FLSFWM : L-2527
231,STORET_21FLSFWM,L-2549,L-2549 USGS         BOKELIA,STORET_21FLSFWM : L-2549
231,LEGACYSTORET_21FLGW,263955082083101,WMD SITE ID L-02527 /  /,LEGACYSTORET_21FLGW : 263955082083101
231,LEGACYSTORET_21FLGW,263955082083102,WMD SITE ID L-02820 /  /,LEGACYSTORET_21FLGW : 263955082083102
230,STORET_21FLCHAR,PIV002,Pine Is Sound at Pineland NE of Markers 1,STORET_21FLCHAR : PIV002
230,LEGACYSTORET_21FLA,62062SEAS,Pineland docks /  /,LEGACYSTORET_21FLA : 62062SEAS
230,CHEVWQMN_WQ,PIV002,Pine Island Sound,CHEVWQMN_WQ : PIV002
229,STORET_21FLFMRI,STR200216,StateNonTrend - Pine Island Sound,STORET_21FLFMRI : STR200216
227,STORET_21FLFTM,28020323FTM,USEPPA ISLAND SITE 1,STORET_21FLFTM : 28020323FTM
227,STORET_21FLFTM,CHA200217,USEPPA ISLAND SITE 2,STORET_21FLFTM : CHA200217
227,LEGACYSTORET_21FLA,62080SEAS,Useppa Island at docks /  /,LEGACYSTORET_21FLA : 62080SEAS
226,LEGACYSTORET_21FLA,62060SEAS,Cabbage Key at dock /  /,LEGACYSTORET_21FLA : 62060SEAS
437,USGS_NWIS,263823081513001,"FT. MYERS, FLA",USGS_NWIS : 263823081513001
437,USGS_NWIS,263854081515900,CALOOSAHATCHEE R AT US41 NEAR FT MYERS FL,USGS_NWIS : 263854081515900
436,STORET_21FLFMRI,CHA200218,Charlotte Harbor - Caloosahatchee River,STORET_21FLFMRI : CHA200218
436,STORET_21FLFTM,28020113,CALOOSAHATCH R FT MYRS YACHT BAS,STORET_21FLFTM : 28020113
436,STORET_21FLFTM,28020151,CALOOSATCHEE R. AT CENTENIAL PARK,STORET_21FLFTM : 28020151
436,STORET_21FLFTM,CALUSA0011FTM,Caloosahatchee R. @ Marker # 52 - WB 3240A,STORET_21FLFTM : CALUSA0011FTM
436,STORET_CAPECRD,242,"Caloosahatchee River, northwest of Caloosahatchee Bridge",STORET_CAPECRD : 242
436,USGS_NWIS,02293205,CALOOSAHATCHEE RIVER AT CHANNEL MARKER 52 NR. FT.,USGS_NWIS : 02293205
436,USGS_NWIS,263829081525800,CALOOSAHATCHEE R AT MARKER 52 NEAR FT MYERS FL,USGS_NWIS : 263829081525800
436,LEE_WQ,CFMBROADWAY,Broadway at Centennial Park,LEE_WQ : CFMBROADWAY
436,LEGACYSTORET_21FLA,28020113,CALOOSAHATCH R FT MYRS YACHT BAS / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020113
436,LEGACYSTORET_21FLA,28020151,CALOOSATCHEE R. AT CENTENIAL PARK / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020151
436,USGS_NWIS,263852081522200,CALOOSAHATCHEE RIVER AT MARKER 46 NEAR FT MYERS FL,USGS_NWIS : 263852081522200
435,STORET_21FLSFWM,CES05,CALOOSAHATCHEE WATER QUALITY MONITORING STATION,STORET_21FLSFWM : CES05
434,STORET_21FLSFWM,CAL 05,CALOOSAHATCHEE RIVER MILE 14,STORET_21FLSFWM : CAL 05
434,STORET_21FLSFWM,CAL 06,CALOOSAHATCHEE RIVER MILE 14,STORET_21FLSFWM : CAL 06
434,STORET_21FLSFWM,HB03,"WESTERN SHORE ~3 MI. DWNSTRM. SR41 BRIDGE, CALLOOSHAT. ESTUA",STORET_21FLSFWM : HB03
434,STORET_21FLWPB,28021833,INF WATERWAY ESTATES,STORET_21FLWPB : 28021833
434,STORET_21FLWPB,28021834,EFF WATERWAY ESTATES,STORET_21FLWPB : 28021834
434,LEGACYSTORET_21FLA,28021833,INF WATERWAY ESTATES /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021833
434,LEGACYSTORET_21FLA,28021834,EFF WATERWAY ESTATES / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021834
434,LEGACYSTORET_21FLSFWM,HB03,WESTERN SHORE  3 MI. DWNSTRM. SR41 BRIDGE  CALLO /  /,LEGACYSTORET_21FLSFWM : HB03
433,STORET_CAPECRD,300,Meade Canal at Viscaya Parkway,STORET_CAPECRD : 300
433,USGS_NWIS,02293214,"MEADE CANAL AT CAPE CORAL, FL",USGS_NWIS : 02293214
432,STORET_CAPECRD,261,Junction of Greene Canal and Rhodes Canal,STORET_CAPECRD : 261
432,STORET_CAPECRD,262,Lake Manitoba center,STORET_CAPECRD : 262
432,STORET_CAPECRD,263,Junction of Rachel Canal and Catania Canal,STORET_CAPECRD : 263
432,STORET_CAPECRD,275,East end of Rachel Canal at Dual Water Pumphouse 8,STORET_CAPECRD : 275
431,STORET_21FLGW,30436,SF3-SS-2043 UNNAMED SMALL STREAM,STORET_21FLGW : 30436
431,STORET_CAPECRD,250,Shamrock Lake center,STORET_CAPECRD : 250
431,STORET_CAPECRD,251,"Shamrock Lake, northeast leaf center",STORET_CAPECRD : 251
431,STORET_CAPECRD,252,"Shamrock Lake, southeast leaf center",STORET_CAPECRD : 252
431,STORET_CAPECRD,253,"Shamrock Lake, southwest outlet",STORET_CAPECRD : 253
431,STORET_CAPECRD,295,Mackinac Canal at SE 9th Street bridge,STORET_CAPECRD : 295
431,USGS_NWIS,02293216,"MACKINAC CANAL AT CAPE CORAL, FL",USGS_NWIS : 02293216
246,STORET_21FLFTM,28020327FTM,MATLACHA SITE 1,STORET_21FLFTM : 28020327FTM
246,LEGACYSTORET_21FLA,62390SEAS,North of bridge at north seawall /  /,LEGACYSTORET_21FLA : 62390SEAS
246,LEGACYSTORET_21FLA,62440SEAS,Buzzard Bay E of Matlacha Pass Mkr 66 /  /,LEGACYSTORET_21FLA : 62440SEAS
246,CHEVWQMN_WQ,MPV001,Matlacha Pass,CHEVWQMN_WQ : MPV001
246,STORET_CHNEPMP,246,246,STORET_CHNEPMP : 246
245,STORET_21FLCHAR,MPV001,Matlacha Pass/N Matlacha Marker 63,STORET_21FLCHAR : MPV001
245,STORET_CHNEPMP,245,245,STORET_CHNEPMP : 245
244,STORET_CHNEPMP,244,244,STORET_CHNEPMP : 244
243,STORET_21FLFTM,CHARHB0069FTM,Empty Lot @ Harry St.,STORET_21FLFTM : CHARHB0069FTM
242,STORET_21FLFMRI,CHA200215,Charlotte Harbor - Pine Island Sound,STORET_21FLFMRI : CHA200215
239,USGS_NWIS,263840082114800,CH20.SG PINE ISLAND SOUND NEAR PUNTA GORDA FL,USGS_NWIS : 263840082114800
239,LEGACYSTORET_21FLA,62050SEAS,Southside of Part Island /  /,LEGACYSTORET_21FLA : 62050SEAS
430,STORET_21FLFTM,28020286FTM,MANUELS BRANCH SITE 1,STORET_21FLFTM : 28020286FTM
430,STORET_21FLFTM,28020225,MANUAL BRANCH AT MCGREGOR BLVD(SR867),STORET_21FLFTM : 28020225
430,STORET_21FLFTM,28020249FTM,Manuel's Branch upstream of the weir near the school/park,STORET_21FLFTM : 28020249FTM
430,STORET_21FLFTM,28020287FTM,MANUELS BRANCH SITE 2,STORET_21FLFTM : 28020287FTM
430,STORET_21FLFTM,28020288FTM,MANUELS BRANCH SITE3,STORET_21FLFTM : 28020288FTM
430,STORET_21FLWQSP,LEE664US,Manual's Branch upstream of Cortez Blvd (WBID 3240I),STORET_21FLWQSP : LEE664US
430,USGS_NWIS,02293212,10B MANUELS BR AT MCGREG BLVD AT FT MYERS,USGS_NWIS : 02293212
430,USGS_NWIS,263746081525801,MANUEL BRANCH AT MCGREGOR BLV AT FT MYERS FL,USGS_NWIS : 263746081525801
430,LEE_WQ,CFMMANUEL,Manuel's Branch at coontrol structure behind high school,LEE_WQ : CFMMANUEL
430,LEGACYSTORET_21FLA,28020225,MANUAL BRANCH AT MCGREGOR BLVD(SR867) / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020225
429,USGS_NWIS,263745081533600,CALOOSAHATCHEE R AT MARKER 56 NR FT MYERS FL,USGS_NWIS : 263745081533600
429,STORET_21FLFTM,28020114,CALOOSA R MANUEL BRANCH,STORET_21FLFTM : 28020114
429,LEGACYSTORET_21FLA,28020114,CALOOSA R MANUEL BRANCH / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020114
428,STORET_CAPECRD,350,"Caloosahatchee River, east of Chantry Canal",STORET_CAPECRD : 350
426,STORET_CAPECRD,330,Honolulu Canal at Del Prado Boulevard South Bridge,STORET_CAPECRD : 330
426,STORET_CAPECRD,340,Nightingale Canal at SE 17th Place,STORET_CAPECRD : 340
426,CANALWATCH_WQ,18C,Nightingale Canal,CANALWATCH_WQ : 18C
426,CANALWATCH_WQ,22B,Genoa Canal South,CANALWATCH_WQ : 22B
426,CANALWATCH_WQ,22D,Genoa Canal North,CANALWATCH_WQ : 22D
426,CANALWATCH_WQ,22F,Genoa Canal North,CANALWATCH_WQ : 22F
426,LEGACYSTORET_1113S000,120895-D,CAPE CORAL W SIDE DEL PRADO BLVD / SOUTHEAST / LOWER FLORIDA    FINGER FILL CANAL STUDY,LEGACYSTORET_1113S000 : 120895-D
425,STORET_CAPECRD,315,Junction of Rubicon & Montevideo Canals,STORET_CAPECRD : 315
425,CANALWATCH_WQ,22C,Campo Canal,CANALWATCH_WQ : 22C
425,LEGACYSTORET_1113S000,120890-D,CAPE CORAL COUNTRY CLUB BLVD BRD / SOUTHEAST / LOWER FLORIDA    FINGER FILL CANAL STUDY,LEGACYSTORET_1113S000 : 120890-D
258,STORET_21FLFTM,25010066,MATLACHA PASS AT SR78 BRIDGE,STORET_21FLFTM : 25010066
258,LEGACYSTORET_21FLA,25010066,MATLACHA PASS AT SR78 BRIDGE / SOUTHEAST / PEACE RIVER,LEGACYSTORET_21FLA : 25010066
258,STORET_CHNEPMP,258,258,STORET_CHNEPMP : 258
256,STORET_CHNEPMP,256,256,STORET_CHNEPMP : 256
255,STORET_CHNEPMP,255,255,STORET_CHNEPMP : 255
251,LEGACYSTORET_21FLA,62040SEAS,Rocky Channel S of Wood Key /  /,LEGACYSTORET_21FLA : 62040SEAS
249,STORET_21FLFMRI,FLW200642,Pensacola Bay,STORET_21FLFMRI : FLW200642
249,STORET_21FLFMRI,STR200430,Pine Island Sound,STORET_21FLFMRI : STR200430
249,STORET_21FLFTM,28020119,PINE IS SND #54 LEE CO,STORET_21FLFTM : 28020119
249,STORET_21FLWPB,28020119,PINE IS SND #54 LEE CO,STORET_21FLWPB : 28020119
249,LEGACYSTORET_21FLA,28020119,PINE IS SND #54 LEE CO / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020119
424,STORET_21FLFTM,28020025,FT MYERS CO CL DITCH SR 867 BR W,STORET_21FLFTM : 28020025
424,STORET_21FLWQSP,LEE668CA,Carrell Canal at Ft Myers County Club (WBID 3240A),STORET_21FLWQSP : LEE668CA
424,STORET_21FLWQSP,LEE670CA,Winkler Canal downstream of Cleveland Ave (WBID 3240A),STORET_21FLWQSP : LEE670CA
424,USGS_NWIS,263640081530401,GOLF COURSE CA AT MCGREGOR BLV AT FT MYERS FL,USGS_NWIS : 263640081530401
424,USGS_NWIS,263654081535000,CALOOSAHATCHEE R AT MARKER 60 NEAR FT MYERS FL,USGS_NWIS : 263654081535000
424,STORET_21FLFTM,28020115,CALOOSA R WINKLER DR DITCH,STORET_21FLFTM : 28020115
424,STORET_21FLWPB,28020115,CALOOSA R WINKLER DR DITCH,STORET_21FLWPB : 28020115
424,LEE_WQ,CFMCARRELL,Carrell Canal at FMCC structure,LEE_WQ : CFMCARRELL
424,LEE_WQ,CFMWINKLER,Winkler Canal at Roger's weir Duplicate,LEE_WQ : CFMWINKLER
424,LEGACYSTORET_21FLA,28020025,FT MYERS CO CL DITCH SR 867 BR W / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020025
424,LEGACYSTORET_21FLA,28020115,CALOOSA R WINKLER DR DITCH / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020115
423,USGS_NWIS,263603081540400,CALOOSAHATCHEE R AT MARKER 61 NEAR FT MYERS FL,USGS_NWIS : 263603081540400
423,LEE_WQ,CRNEP_RS,RANNDOM BLANK,LEE_WQ : CRNEP_RS
422,STORET_21FLFTM,28020130,CALOOSA R GAC DISCH LEE CO,STORET_21FLFTM : 28020130
422,CANALWATCH_WQ,19A,Eliot Canal,CANALWATCH_WQ : 19A
422,CANALWATCH_WQ,19B,Greeley Canal,CANALWATCH_WQ : 19B
422,LEGACYSTORET_21FLA,28020130,CALOOSA R GAC DISCH LEE CO / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020130
